L -9.1097, 772.8918, 0.5020,  -9.1054, 769.1066, 0.5020,  0, 0, 0
L -34.1084, 772.8915, 0.5020,  -9.1097, 772.8918, 0.5020,  0, 0, 0
L -34.1067, 777.8916, 0.5020,  -34.1109, 766.0672, 0.5020,  0, 0, 0
L -45.8937, 777.8915, 0.0020,  -34.1067, 777.8916, 0.0020,  0, 0, 0
L -45.8917, 766.1579, 0.0020,  -45.8937, 777.8915, 0.0020,  0, 0, 0
L -34.1109, 766.0672, 0.0020,  -45.8917, 766.1579, 0.0020,  0, 0, 0
L -35.8919, 680.9297, 0.0020,  -35.8917, 766.0809, 0.0020,  0, 0, 0
L -40.8942, 680.8817, 0.0020,  -35.8919, 680.9297, 0.0020,  0, 0, 0
L -40.8899, 674.1030, 0.0020,  -40.8942, 680.8817, 0.0020,  0, 0, 0
L -35.8913, 674.1080, 0.0020,  -40.8899, 674.1030, 0.0020,  0, 0, 0
L -35.8914, 587.8915, 0.0020,  -35.8913, 674.1080, 0.0020,  0, 0, 0
L -45.8929, 587.8929, 0.0020,  -34.1134, 587.8912, 0.0020,  0, 0, 0
L -45.8920, 576.1052, 0.0020,  -45.8929, 587.8929, 0.0020,  0, 0, 0
L -34.1051, 576.1086, 0.0020,  -45.8920, 576.1052, 0.0020,  0, 0, 0
L -34.1134, 587.8912, 0.5020,  -34.1051, 576.1086, 0.5020,  0, 0, 0
L 0.8950, 581.1072, 0.5020,  -34.1086, 581.1085, 0.5020,  0, 0, 0
L 0.8900, 584.8970, 1.0020,  0.8950, 581.1072, 1.0020,  0, 0, 0
L -0.1007, 584.8916, 1.0020,  0.8900, 584.8970, 1.0020,  0, 0, 0
L -0.1084, 587.8903, 1.0020,  -0.1007, 584.8916, 1.0020,  0, 0, 0
L -0.1084, 587.8903, 1.0020,  -4.8918, 587.8934, 1.0020,  0, 0, 0
L -4.8907, 584.8918, 1.0020,  -4.8918, 587.8934, 1.0020,  0, 0, 0
L 20.2706, 619.6736, 1.0020,  25.3746, 619.6289, 1.0020,  127, 64, 0
L 25.5013, 597.7712, 1.0020,  20.2719, 597.7720, 1.0020,  127, 64, 0
L 25.3746, 619.6289, 1.0020,  25.5013, 597.7712, 1.0020,  127, 64, 0
L 20.2719, 597.7720, 1.0020,  20.2706, 619.6736, 1.0020,  127, 64, 0
L 44.1114, 587.8903, 0.0020,  55.8922, 587.8980, 0.0020,  0, 0, 0
L 45.9047, 766.1091, 0.0020,  45.8916, 587.8915, 0.0020,  0, 0, 0
L 55.8919, 766.1074, 0.0020,  44.1144, 766.1094, 0.0020,  0, 0, 0
L 55.8919, 766.1074, 0.0020,  55.8916, 777.8968, 0.0020,  0, 0, 0
L 44.1037, 777.8887, 0.0020,  55.8916, 777.8968, 0.0020,  0, 0, 0
L 44.1144, 766.1094, 0.5020,  44.1037, 777.8887, 0.5020,  0, 0, 0
L 165.8919, 841.1040, 0.0020,  -185.8896, 841.1070, 0.0020,  0, 0, 0
L -204.1058, 874.9807, 0.0020,  -204.1084, 822.8914, 0.0020,  0, 0, 0
L -204.1084, 822.8914, 0.0020,  -154.1079, 822.8945, 0.0020,  0, 0, 0
L -154.1079, 822.8945, 0.0020,  -154.1084, 584.8915, 0.0020,  0, 0, 0
L -154.1084, 584.8915, 0.0020,  -132.1095, 584.8936, 0.0020,  0, 0, 0
L -132.1095, 584.8936, 0.0020,  -132.1026, 559.1061, 0.0020,  0, 0, 0
L -132.1026, 559.1061, 0.0020,  -152.1084, 559.1085, 0.0020,  0, 0, 0
L -152.1084, 559.1085, 0.0020,  -152.1045, 557.1074, 0.0020,  0, 0, 0
L -152.1045, 557.1074, 0.0020,  -197.8919, 557.1049, -0.4980,  0, 0, 0
L -197.8919, 557.1049, -0.9980,  -197.8921, 597.1085, -0.9980,  0, 0, 0
L -197.8921, 597.1085, -0.9980,  -204.1087, 597.1080, -0.9980,  0, 0, 0
L -204.1141, 598.8911, -0.9980,  -204.1057, 596.1088, -0.9980,  127, 64, 0
L -204.1057, 596.1088, -0.9980,  -217.8908, 596.1072, -0.9980,  127, 64, 0
L -217.8908, 596.1072, -0.9980,  -217.8927, 598.8935, -0.9980,  127, 64, 0
L -217.8927, 598.8935, -1.4980,  -204.1141, 598.8911, -1.4980,  127, 64, 0
L -205.8924, 598.8914, -1.4980,  -205.8913, 617.1083, -1.4980,  0, 0, 0
L -205.8913, 617.1083, -1.4980,  -228.1086, 617.1085, -1.4980,  0, 0, 0
L -228.1086, 617.1085, -1.4980,  -228.1084, 598.8923, -1.4980,  0, 0, 0
L -229.8867, 598.8918, -1.4980,  -226.1008, 598.8928, -1.4980,  0, 0, 0
L -226.1008, 598.8928, -0.9980,  -226.1163, 595.1089, -0.9980,  0, 0, 0
L -226.1163, 595.1089, -0.9980,  -229.8960, 595.1051, -0.9980,  0, 0, 0
L -229.8960, 595.1051, -0.9980,  -229.8867, 598.8918, -0.9980,  0, 0, 0
L -237.1090, 597.1084, -0.9980,  -237.1060, 585.1102, -0.9980,  127, 64, 0
L -229.8911, 597.1086, -1.4980,  -260.1076, 597.1078, -1.4980,  0, 0, 0
L -260.1076, 597.1078, -1.4980,  -260.1104, 486.8914, -1.4980,  0, 0, 0
L -239.8913, 573.6085, -1.4980,  -239.8945, 563.1036, -1.4980,  127, 64, 0
L -204.1055, 488.8944, -0.9980,  -204.1112, 485.1108, -0.9980,  0, 0, 0
L -204.1085, 486.8915, -0.9980,  -197.8914, 486.8916, -0.9980,  0, 0, 0
L -197.8914, 486.8916, -0.9980,  -197.8951, 526.8916, -0.9980,  0, 0, 0
L -197.8951, 526.8916, -0.4980,  -152.1010, 526.8918, 0.0020,  0, 0, 0
L -152.1010, 526.8918, 0.0020,  -152.1084, 524.8909, 0.0030,  0, 0, 0
L -132.1071, 524.8924, 0.0020,  -132.1066, 499.1059, 0.0020,  0, 0, 0
L -132.1066, 499.1059, 0.0020,  -154.1085, 499.1085, 0.0020,  0, 0, 0
L -154.1085, 499.1085, 0.0020,  -154.0824, 302.8915, 0.0020,  0, 0, 0
L -132.1071, 524.8924, 0.0020,  -152.1085, 524.8915, 0.0020,  0, 0, 0
L -154.0824, 302.8915, 0.0020,  -134.1055, 302.8952, 0.0020,  0, 0, 0
L -134.1055, 302.8952, 0.0020,  -134.1048, 241.1077, 0.0020,  0, 0, 0
L -134.1048, 241.1077, 0.0020,  -174.1084, 241.1085, 0.0020,  0, 0, 0
L -174.1084, 241.1085, 0.0020,  -174.1064, 222.6298, 0.0020,  0, 0, 0
L -174.1064, 222.6298, 0.0020,  -174.1072, 171.1083, -18.9980,  0, 0, 0
L -155.8919, 222.8923, -0.9980,  -155.8924, 171.5972, -19.9980,  0, 0, 0
L -155.8924, 171.5972, -19.9980,  -155.8938, 139.7411, -19.9980,  0, 0, 0
L -155.8938, 139.7411, -19.9980,  -124.4431, 173.2875, -19.9980,  0, 0, 0
L -124.4431, 173.2875, -19.9980,  -94.6508, 189.1710, -19.9980,  0, 0, 0
L -94.6508, 189.1710, -19.9980,  -64.8324, 197.1226, -19.9980,  0, 0, 0
L -64.8324, 197.1226, -19.9980,  -34.9848, 201.1024, -19.9980,  0, 0, 0
L -34.9848, 201.1024, -19.9980,  -4.8464, 203.1082, -19.9980,  0, 0, 0
L -4.8464, 203.1082, -19.9980,  17.1158, 202.9651, -19.9980,  0, 0, 0
L 17.1158, 202.9651, -19.9980,  44.8650, 201.1150, -19.9980,  0, 0, 0
L 44.8650, 201.1150, -19.9980,  74.8165, 197.1257, -19.9980,  0, 0, 0
L 74.8165, 197.1257, -19.9980,  104.6790, 189.1615, -19.9980,  0, 0, 0
L 104.6790, 189.1615, -19.9980,  134.4204, 173.2990, -19.9980,  0, 0, 0
L 134.4204, 173.2990, -19.9980,  165.8940, 139.7423, -19.9980,  0, 0, 0
L 125.8918, 282.8946, 0.0020,  125.8913, 222.8919, 0.0020,  0, 0, 0
L 125.8913, 222.8919, 0.0020,  165.8934, 222.8929, 0.0020,  0, 0, 0
L 165.8934, 222.8929, -1.0000,  165.8940, 139.7423, -19.9980,  0, 0, 0
L 144.1056, 241.1055, 0.0020,  184.1084, 241.1082, 0.0020,  0, 0, 0
L 184.1084, 241.1082, 0.0020,  184.0988, 222.2405, 0.0020,  0, 0, 0
L 184.0988, 222.2405, 0.0020,  184.1075, 171.1152, -18.9980,  0, 0, 0
L 184.1075, 171.1152, -19.9980,  194.1081, 171.0913, -19.9980,  0, 0, 0
L 194.1081, 171.0913, -19.9980,  194.1053, 111.7768, -19.9980,  0, 0, 0
L 194.1053, 111.7768, -19.9980,  210.1518, 81.6972, -19.9980,  0, 0, 0
L 210.1518, 81.6972, -19.9980,  218.1069, 51.8919, -19.9980,  0, 0, 0
L 218.1069, 51.8919, -19.9980,  218.1091, 22.1235, -19.9980,  0, 0, 0
L 218.1091, 22.1235, -19.9980,  209.9983, -7.9820, -19.9980,  0, 0, 0
L 209.9983, -7.9820, -19.9980,  194.1037, -37.7842, -19.9980,  0, 0, 0
L 194.1037, -37.7842, -19.9980,  194.1065, -110.8915, -19.9980,  0, 0, 0
L 194.1065, -110.8915, -19.9980,  214.8551, -110.8926, -19.9980,  0, 0, 0
L 214.8551, -110.8926, -19.9980,  254.1086, -110.8914, -31.9980,  0, 0, 0
L 254.1086, -110.8914, -31.9980,  254.1054, -154.8931, -31.9980,  0, 0, 0
L 254.1054, -154.8931, -31.9980,  270.8945, -154.8927, -31.9980,  0, 0, 0
L 289.1073, -154.8940, -31.9980,  299.0931, -154.8914, -31.9980,  0, 0, 0
L 299.0931, -154.8914, -31.9980,  299.0626, -219.1078, -31.9980,  0, 0, 0
L 299.0626, -219.1078, -31.9980,  272.2108, -219.1083, -31.9980,  0, 0, 0
L 247.7969, -219.1074, -31.9980,  235.8915, -219.1088, -31.9980,  0, 0, 0
L 235.8915, -219.1088, -31.9980,  235.8916, -129.1061, -31.9980,  0, 0, 0
L 165.8925, -65.7372, -19.9980,  165.8913, -129.1082, -19.9980,  0, 0, 0
L 165.8913, -129.1082, -19.9980,  212.6028, -129.1064, -19.9980,  0, 0, 0
L 212.6028, -129.1064, -19.9980,  235.8916, -129.1061, -29.9980,  0, 0, 0
L 165.8925, -65.7372, -19.9980,  134.4633, -99.2696, -19.9980,  0, 0, 0
L 134.4633, -99.2696, -19.9980,  104.6611, -115.1683, -19.9980,  0, 0, 0
L 104.6611, -115.1683, -19.9980,  74.5854, -123.1557, -19.9980,  0, 0, 0
L 74.5854, -123.1557, -19.9980,  45.3140, -127.0585, -19.9980,  0, 0, 0
L 45.3140, -127.0585, -19.9980,  14.5940, -129.1083, -19.9980,  0, 0, 0
L 14.5940, -129.1083, -19.9980,  -4.9184, -129.1084, -19.9980,  0, 0, 0
L -4.9184, -129.1084, -19.9980,  -35.0638, -127.0919, -19.9980,  0, 0, 0
L -35.0638, -127.0919, -19.9980,  -65.5645, -122.9273, -19.9980,  0, 0, 0
L -65.5645, -122.9273, -19.9980,  -94.8108, -115.0907, -19.9980,  0, 0, 0
L -94.8108, -115.0907, -19.9980,  -124.4630, -99.2702, -19.9980,  0, 0, 0
L -124.4630, -99.2702, -19.9980,  -155.8859, -65.7493, -19.9980,  0, 0, 0
L -155.8859, -65.7493, -19.9980,  -155.9483, -129.1081, -19.9980,  0, 0, 0
L -155.9483, -129.1081, -19.9980,  -204.0154, -129.1070, -19.9980,  0, 0, 0
L -204.0154, -129.1070, -19.9980,  -244.1078, -129.1087, -31.9980,  0, 0, 0
L -244.1078, -129.1087, -31.9980,  -244.1052, -82.2337, -31.9980,  0, 0, 0
L -244.1052, -82.2337, -31.9980,  -244.1052, -49.1049, -47.9980,  0, 0, 0
L -184.1057, -37.7810, -19.9980,  -184.1059, -110.8924, -19.9980,  0, 0, 0
L -184.1059, -110.8924, -19.9980,  -203.3349, -110.8933, -19.9980,  0, 0, 0
L -203.3349, -110.8933, -19.9980,  -225.8932, -110.8922, -29.9980,  0, 0, 0
L -225.8932, -110.8922, -31.9980,  -225.8943, -83.0853, -31.9980,  0, 0, 0
L -225.8943, -83.0853, -31.9980,  -225.8923, -49.1049, -47.9980,  0, 0, 0
L -225.8923, -49.1049, -49.9980,  -221.8915, -49.1089, -49.9979,  0, 0, 0
L -221.8915, -49.1089, -49.9979,  -221.8913, 19.1087, -49.9979,  0, 0, 0
L -221.8913, 19.1087, -49.9979,  -228.8907, 19.1047, -49.9980,  0, 0, 0
L -228.8907, 19.1047, -49.9980,  -228.8937, 22.8944, -49.9980,  0, 0, 0
L -228.8937, 22.8944, -49.9980,  -215.8915, 22.8916, -49.9980,  0, 0, 0
L -215.8915, 22.8916, -49.9980,  -215.8959, 27.8920, -49.9980,  0, 0, 0
L -268.8909, -29.1082, -49.9980,  -250.1075, -29.1057, -49.9980,  0, 0, 0
L -250.1075, -29.1057, -49.9980,  -250.1086, -49.1085, -49.9980,  0, 0, 0
L -250.1086, -49.1085, -49.9980,  -244.1052, -49.1049, -49.9980,  0, 0, 0
L -184.1057, -37.7810, -19.9980,  -200.1552, -7.6911, -19.9980,  0, 0, 0
L -200.1552, -7.6911, -19.9980,  -208.1088, 22.1459, -19.9980,  0, 0, 0
L -208.1088, 22.1459, -19.9980,  -208.1060, 51.8943, -19.9980,  0, 0, 0
L -208.1060, 51.8943, -19.9980,  -200.1704, 81.6519, -19.9980,  0, 0, 0
L -200.1704, 81.6519, -19.9980,  -184.0834, 111.8717, -19.9980,  0, 0, 0
L -184.0834, 111.8717, -19.9980,  -184.1086, 171.1084, -19.9980,  0, 0, 0
L -184.1086, 171.1084, -19.9980,  -174.1072, 171.1083, -19.9980,  0, 0, 0
L -155.8919, 222.8923, 0.0020,  -115.8915, 222.8912, 0.0020,  0, 0, 0
L -115.8915, 222.8912, 0.0020,  -115.8947, 282.8952, 0.0020,  0, 0, 0
L -115.8947, 282.8952, 0.0020,  -55.8912, 282.8924, 0.0020,  0, 0, 0
L -55.8912, 282.8924, 0.0020,  -55.8957, 302.8923, 0.0020,  0, 0, 0
L -55.8957, 302.8923, 0.0020,  -35.8944, 302.8914, 0.0020,  0, 0, 0
L -35.8944, 302.8914, 0.0020,  -35.8947, 502.8919, 0.0020,  0, 0, 0
L -35.8947, 502.8919, 0.0020,  45.8948, 502.8944, 0.0020,  0, 0, 0
L 45.8948, 502.8944, 0.0020,  45.8916, 302.8915, 0.0020,  0, 0, 0
L 45.8916, 302.8915, 0.0020,  65.8928, 302.8958, 0.0020,  0, 0, 0
L 65.8928, 302.8958, 0.0020,  65.8915, 282.8925, 0.0020,  0, 0, 0
L 65.8915, 282.8925, 0.0020,  125.8918, 282.8946, 0.0020,  0, 0, 0
L 144.1056, 241.1055, 0.0020,  144.1053, 302.8915, 0.0020,  0, 0, 0
L 144.1053, 302.8915, 0.0020,  164.1084, 302.8920, 0.0020,  0, 0, 0
L 164.1084, 302.8920, 0.0020,  164.1085, 501.1084, 0.0020,  0, 0, 0
L 167.8924, 501.1091, 0.0020,  144.1084, 501.1050, 0.0020,  0, 0, 0
L 144.1084, 501.1050, 0.0020,  144.1039, 524.8931, 0.0020,  0, 0, 0
L 144.1039, 524.8931, 0.0020,  167.8932, 524.8938, 0.0020,  0, 0, 0
L 167.8932, 524.8938, 0.0020,  167.8924, 501.1091, 0.0020,  0, 0, 0
L 167.8925, 502.8911, 0.0020,  244.1086, 502.8913, 0.0020,  0, 0, 0
L 244.1086, 502.8913, 0.0020,  244.1084, 841.1083, 0.0020,  0, 0, 0
L 244.1090, 841.1084, 0.0020,  184.1084, 841.1054, 0.0020,  0, 0, 0
L 105.6819, 539.9912, 1.0067,  -95.5949, 540.0435, 1.0128,  0, 240, 0
L -95.5963, 543.0295, 1.0067,  105.7567, 543.1236, 1.0067,  0, 240, 0
L 106.5419, 601.9299, 1.0067,  107.0852, 759.6257, 1.0067,  0, 0, 240
L 103.7079, 759.6232, 1.0067,  107.0852, 759.6257, 1.0067,  0, 0, 240
L 103.7079, 759.6232, 1.0067,  103.6974, 601.9332, 1.0067,  0, 0, 240
L 203.1091, 542.8640, 1.0077,  203.3196, 702.3206, 1.0067,  0, 0, 0
L 206.3021, 702.2503, 1.0067,  206.0679, 542.8516, 1.0067,  0, 0, 0
L 55.8922, 587.8980, 0.0020,  55.8932, 576.1074, 0.0020,  0, 0, 0
L 55.8932, 576.1074, 0.0020,  44.1062, 576.1052, 0.0020,  0, 0, 0
L 44.1062, 576.1052, 0.5020,  44.1114, 587.8903, 0.5020,  0, 0, 0
L 44.1084, 581.1075, 0.5020,  19.1102, 581.1053, 0.5020,  0, 0, 0
L 19.1102, 581.1053, 1.0020,  19.1066, 584.8936, 1.0020,  0, 0, 0
L 19.1066, 584.8936, 1.0020,  20.1084, 584.8916, 1.0020,  0, 0, 0
L 20.1084, 584.8916, 1.0020,  20.0946, 586.8902, 1.0020,  0, 0, 0
L 23.8952, 586.8932, 1.0020,  23.8916, 584.8917, 1.0020,  0, 0, 0
L 23.8916, 584.8917, 1.0020,  42.1082, 584.8926, 1.0020,  0, 0, 0
L 20.0946, 586.8902, 1.0020,  23.8952, 586.8932, 1.0020,  0, 0, 0
L 42.1082, 584.8926, 1.0020,  42.1086, 769.1076, 1.0020,  0, 0, 0
L 42.1086, 769.1076, 1.0020,  9.1088, 769.1078, 1.0020,  0, 0, 0
L 9.1088, 769.1078, 0.5020,  9.1070, 772.8932, 0.5020,  0, 0, 0
L 9.1070, 772.8932, 0.5020,  44.1082, 772.8889, 0.5020,  0, 0, 0
L 144.1064, 888.4122, 10.0020,  125.8987, 888.3918, 10.0030,  255, 0, 255
L 205.8927, 888.3197, 10.0020,  224.1075, 888.1614, 10.0020,  255, 0, 255
L -185.8896, 841.1070, 0.0020,  -185.8960, 874.7483, 0.0020,  0, 0, 0
L -130.8939, 812.8915, 0.0020,  -69.1120, 812.8925, 0.0020,  0, 0, 0
L -69.1120, 812.8925, 0.0020,  -69.1068, 803.1129, 0.0020,  0, 0, 0
L -69.3913, 803.1122, 1.0020,  -69.4246, 790.8903, 1.0020,  127, 64, 0
L -69.1099, 790.8900, 1.0020,  -72.8972, 790.8936, 1.0020,  0, 0, 0
L -69.1068, 803.1129, 1.0020,  -72.8948, 803.1047, 1.0020,  0, 0, 0
L -72.8948, 803.1047, 1.0020,  -72.8913, 809.1076, 1.0020,  0, 0, 0
L -72.8913, 809.1076, 1.0020,  -127.1085, 809.1083, 1.0020,  0, 0, 0
L -127.1085, 809.1083, 1.0020,  -127.1042, 803.1053, 1.0020,  0, 0, 0
L -127.3806, 803.0820, 1.0020,  -127.3493, 790.8939, 1.0020,  127, 64, 0
L -127.1080, 790.8943, 1.0020,  -127.1086, 784.8914, 1.0020,  0, 0, 0
L -127.1086, 784.8914, 1.0020,  -72.8915, 784.8913, 1.0020,  0, 0, 0
L -72.8915, 784.8913, 1.0020,  -72.8972, 790.8936, 1.0020,  0, 0, 0
L -72.6177, 790.8932, 1.0020,  -72.5544, 803.1054, 1.0020,  127, 64, 0
L -69.1099, 790.8900, 0.0020,  -69.1055, 781.1077, 0.0020,  0, 0, 0
L -69.1055, 781.1077, 0.0020,  -130.8899, 781.1075, 0.0020,  0, 0, 0
L -130.8899, 781.1075, 0.0020,  -130.8942, 790.8875, 0.0020,  0, 0, 0
L -130.5434, 790.8881, 1.0020,  -130.5454, 803.1087, 1.0020,  127, 64, 0
L -130.8896, 803.1090, 1.0020,  -127.1042, 803.1053, 1.0020,  0, 0, 0
L -130.8942, 790.8875, 1.0020,  -127.1080, 790.8943, 1.0020,  0, 0, 0
L -130.8896, 803.1090, 0.0020,  -130.8939, 812.8915, 0.0020,  0, 0, 0
L -93.5622, 761.0753, 1.0067,  -96.4675, 761.0730, 1.0067,  240, 0, 0
L -96.4675, 761.0730, 1.0067,  -96.1319, 601.2847, 1.0067,  240, 0, 0
L -96.1319, 601.2847, 0.5020,  -93.1970, 601.2805, 0.5020,  240, 0, 0
L -93.1970, 601.2805, 1.0067,  -93.5622, 761.0753, 1.0067,  240, 0, 0
L -95.5949, 540.0435, 0.5020,  -95.5963, 543.0295, 0.5020,  0, 240, 0
L 105.7567, 543.1236, 0.5020,  105.6819, 539.9912, 0.5020,  0, 240, 0
L 103.6974, 601.9332, 0.9894,  106.5419, 601.9299, 0.9878,  0, 0, 240
L 184.9583, 542.3321, 1.0020,  224.5506, 542.2150, 1.0020,  127, 127, 127
L 224.5506, 542.2150, 1.0020,  224.1886, 703.2216, 1.0020,  127, 127, 127
L 185.4059, 703.1059, 0.0020,  224.1886, 703.2216, 0.0020,  127, 127, 127
L 185.4059, 703.1059, 1.0020,  184.9583, 542.3321, 1.0019,  127, 127, 127
L 206.0679, 542.8516, 1.0020,  203.1091, 542.8640, 1.0020,  0, 0, 0
L 107.3731, 482.6344, 0.5020,  103.2684, 482.6307, 0.5020,  0, 240, 240
L 107.3731, 482.6344, 1.0067,  106.3115, 321.5660, 1.0067,  0, 240, 240
L 106.3115, 321.5660, 0.5020,  103.4759, 321.5657, 0.5020,  0, 240, 240
L 103.4759, 321.5657, 1.0067,  103.2684, 482.6307, 1.0067,  0, 240, 240
L -239.8931, 585.1058, -1.4980,  -239.8915, 597.1084, -1.4980,  127, 64, 0
L -237.1060, 585.1102, -0.9980,  -239.8931, 585.1058, -0.9980,  127, 64, 0
L -260.1082, 573.6088, -1.4980,  -239.8913, 573.6083, -1.4980,  127, 64, 0
L -237.1077, 563.1110, -0.9980,  -239.8945, 563.1036, -0.9980,  127, 64, 0
L -237.1077, 563.1110, -0.9980,  -237.1086, 576.4226, -0.9980,  127, 64, 0
L -237.1086, 576.4226, -1.4980,  -260.1082, 576.3885, -1.4980,  127, 64, 0
L -260.1087, 554.3909, -1.4980,  -237.1091, 554.4030, -1.4980,  127, 64, 0
L -237.1091, 554.4030, -0.9980,  -237.1059, 541.1111, -0.9980,  127, 64, 0
L -237.1059, 541.1111, -0.9980,  -239.8960, 541.1042, -0.9980,  127, 64, 0
L -239.8960, 541.1042, -1.4980,  -239.8913, 551.6085, -1.4980,  127, 64, 0
L -239.8913, 551.6085, -1.4980,  -260.1088, 551.5960, -1.4980,  127, 64, 0
L -260.1093, 532.3920, -1.4980,  -237.1073, 532.3926, -1.4980,  127, 64, 0
L -237.1073, 532.3926, -0.9980,  -237.1067, 519.1098, -0.9980,  127, 64, 0
L -237.1067, 519.1098, -0.9980,  -239.8941, 519.1053, -1.0023,  127, 64, 0
L -239.8941, 519.1053, -1.4980,  -239.8913, 529.6083, -1.4980,  127, 64, 0
